UNIQUE_ID,yes_hp_en,yes_ret_yhp_en,yes_pg_yhp_en
245156997,0.304304616,0.735640115,0.183906167
245172335,0.127085444,0.800927494,0.251563499
245212464,0.188446231,0.51781164,0.31390591
245109094,0.498622232,0.544785918,0.521758594
245145624,0.575071422,0.657514646,0.124820328
245190156,0.487641699,0.632098569,0.123953434
245016149,0.234092599,0.344207213,0.430226414
245122781,0.327495731,0.616839883,0.84999594
245059704,0.881634533,0.821117345,0.062578869
245237619,0.466282601,0.677862338,0.261657444
245122733,0.265805274,0.570517552,0.151825125
245179697,0.541628827,0.627783671,0.247336628
245066344,0.548324519,0.613566785,0.365977402
245091588,0.326321936,0.57426066,0.537979399
245162047,0.400906427,0.525997129,0.193719926
245161204,0.438550071,0.616275711,0.155799192
245031427,0.167360865,0.480487821,0.634485605
245154963,0.148180923,0.55189045,0.680155996
245089230,0.458542609,0.585084006,0.450852434
245172301,0.286242533,0.484702826,0.073008208
126030549,0.511369019,0.710873269,0.289716408
245081990,0.623364621,0.680587994,0.392160477
245155397,0.511595426,0.629096909,0.130423671
242300678,0.469074185,0.538586184,0.794201301
245139413,0.413989543,0.647196274,0.406425659
245259949,0.653106809,0.498094895,0.431854524
245081985,0.617494822,0.61705264,0.272966633
245236905,0.48152209,0.697881358,0.376265047
245144520,0.284711931,0.389246586,0.148111027
244992938,0.465610186,0.562294507,0.456275178
245219578,0.393162956,0.533481121,0.071068533
245157152,0.323194455,0.580693301,0.106759782
245160377,0.479385912,0.445664147,0.341992839
245180332,0.247019608,0.499991758,0.499356897
245144184,0.315490777,0.634603707,0.162594498
245140743,0.380618922,0.516972782,0.549205761
245089259,0.305965029,0.558069946,0.55067479
245143643,0.462412789,0.567381513,0.341016135
245084017,0.378736183,0.525486363,0.284406223
245070098,0.433049217,0.622865287,0.325056379
245083983,0.433441873,0.723835118,0.125855013
239210680,0.519050929,0.551127603,0.745663049
245027367,0.375185124,0.554875184,0.468805386
245216805,0.101177766,0.453300759,0.246411987
245185315,0.256937897,0.365360836,0.469499911
245195250,0.329177562,0.720570089,0.510528193
245081537,0.519018352,0.547291679,0.424864733
245156895,0.237423736,0.683070588,0.260934207
245061063,0.484592535,0.624920523,0.826615327
245145931,0.503094296,0.467518348,0.276467631
245226669,0.590264029,0.543607069,0.171825421
230997233,0.265901417,0.689240871,0.030993034
245260066,0.308991231,0.603516488,0.571692437
245123655,0.663608042,0.659547534,0.419716949
245056398,0.432037126,0.627421291,0.189859774
245007556,0.518398701,0.623520594,0.168949663
244952248,0.217746548,0.639082199,0.435157468
245100506,0.390105656,0.505163109,0.307559128
245065064,0.297461117,0.621370599,0.206515775
244955211,0.347544132,0.535331213,0.455804588
245006362,0.740608774,0.613426392,0.31621331
245152237,0.559631988,0.66093904,0.294688275
241622322,0.415761381,0.472138765,0.114943536
240565764,0.462553418,0.430159758,0.392876453
245245681,0.49698566,0.626352405,0.376518372
245128759,0.422973924,0.43597164,0.533464854
231147238,0.482202565,0.544930171,0.403380407
245192615,0.201877235,0.375354798,0.378982843
230352349,0.568613914,0.705639537,0.387165048
245242181,0.341552834,0.702389925,0.201308193
245113436,0.335561085,0.562913183,0.547557644
245114136,0.213706457,0.316642299,0.627252187
245102611,0.73643198,0.347495566,0.675262386
245090998,0.49600388,0.58006082,0.591688714
245166438,0.420121629,0.539311364,0.301813254
245242301,0.588446482,0.431356118,0.76046954
245060511,0.306629754,0.4482314,0.035415723
245245828,0.218146152,0.587454641,0.241979109
245025301,0.46666775,0.663113978,0.487369833
231173163,0.432950251,0.489026254,0.442453356
245169912,0.532639871,0.672998986,0.807755878
245081645,0.26966345,0.708005985,0.62187617
244958690,0.366065759,0.667675373,0.587624712
245128842,0.460109393,0.653521257,0.556197693
245140850,0.386314269,0.469696414,0.605767509
245135099,0.483783315,0.619595712,0.295531093
245122091,0.356133334,0.503682661,0.630312117
245022061,0.655606685,0.582781871,0.274459111
245205463,0.348290755,0.471040247,0.177955175
245104270,0.558137334,0.561722319,0.412382677
244948230,0.782145626,0.631977412,0.128615171
244959414,0.533521569,0.545498958,0.316109656
244988494,0.355877753,0.634654296,0.298153686
245211052,0.413229533,0.447144064,0.285490359
245124543,0.207751774,0.666029673,0.544636686
245114394,0.31414102,0.677170837,0.335364815
245067687,0.331210393,0.521939766,0.441268002
244975239,0.38604649,0.487436762,0.462168947
245134859,0.31763013,0.463495234,0.286074976
245229664,0.211855823,0.588121656,0.287635989
244989728,0.635519545,0.666448632,0.390418773
245065695,0.300260746,0.545635793,0.381948321
245116627,0.636602136,0.52410636,0.67583011
245264575,0.630163983,0.612021182,0.464693669
245116379,0.508306045,0.591263288,0.562727924
245220480,0.217696374,0.508378071,0.524630616
245225602,0.379811404,0.558922533,0.250159059
245008022,0.311128402,0.439327331,0.248224136
238606344,0.65029722,0.620901838,0.555107497
245173276,0.185139693,0.62427794,0.125795139
245089880,0.501039866,0.564862977,0.227259685
245197211,0.597695829,0.661846418,0.181698165
244945765,0.819149211,0.58324911,0.211037363
245134847,0.235905534,1.61E-04,0.479167646
245206598,0.200270971,0.365107982,0.04107881
244103410,0.305716122,0.616284143,0.229150475
245060034,0.325329178,0.491867679,0.38165827
245026091,0.403669164,0.512596662,0.81604516
245211653,0.276106266,0.481908938,0.56903963
245219630,0.427186834,0.660019722,0.317536328
241397876,0.548435507,0.650152517,0.421596881
245065453,0.333247883,0.501521912,0.679809762
244944897,0.32796472,0.458098549,0.695965135
245202418,0.488940909,0.671802973,0.263545513
244163931,0.393838731,0.518458726,0.478955627
245231212,0.472150719,0.633830802,0.266826203
245051923,0.357844917,0.755367352,0.077983227
245021184,0.657826508,0.519806303,0.199250999
244960151,0.588146708,0.547291915,0.327800793
245083775,0.482354591,0.645404285,0.253058465
245083955,0.324816398,0.4959514,0.280975625
245014569,0.470468098,0.67887195,0.09930396
235227600,0.852062395,0.619248438,0.092073588
245196973,0.593945005,0.709187886,0.116119215
245186798,0.408758868,0.59732814,0.212365955
245170625,0.371903542,0.486456788,0.474915024
244978448,0.285985491,0.679847992,0.092843522
245222706,0.31821727,0.42088419,0.16133486
245118730,0.435499249,0.509915986,0.393435848
245194440,0.298151174,0.462605853,0.704438695
245169531,0.641378597,0.745762727,0.246992655
245108406,0.388283489,0.703652716,0.304018871
245128915,0.41608394,0.616285906,0.340058942
245097418,0.288001215,0.594855018,0.671835047
245216871,0.546834441,0.451323808,0.360179245
244982482,0.658038154,0.654918614,0.218627624
245129095,0.313724869,0.657863112,0.219245809
245169366,0.427375631,0.551384204,0.406639198
238560221,0.547375773,0.396296589,0.173442674
245103206,0.394138108,0.558711813,0.386084223
245236606,0.525449339,0.606937596,0.179064727
244909115,0.622974777,0.588643987,0.152824106
243668998,0.286977773,0.433534349,0.262717666
244932816,0.596238669,0.650969725,0.321792494
245179865,0.295585999,0.475519472,0.859530693
245112382,0.487694252,0.602422567,0.101458499
245239677,0.274164668,0.557707753,0.412709783
245090203,0.524285073,0.572494308,0.496243955
245080807,0.275788882,0.566333222,0.272104923
245090396,0.644982999,0.664102878,0.266518922
245140813,0.530998242,0.459893798,0.315865049
244998815,0.551548412,0.69824711,0.139510593
245139817,0.484258315,0.411097771,0.174984801
122203501,0.34878745,0.658182912,0.357896597
245192105,0.163732121,0.508788177,0.28729109
245251550,0.41486388,0.691489631,0.196246444
244247699,0.304205173,0.596052676,0.522590317
243306946,0.433467499,0.59035684,0.529322928
244959968,0.284614515,0.365868949,0.163359848
245002759,0.466484509,0.698556787,0.514665998
245069930,0.366528605,0.723048611,0.06723903
245115235,0.262881783,0.463592258,0.188904546
244935743,0.307734095,0.462892632,0.150204147
245081930,0.322107718,0.519000461,0.145922877
245123494,0.370069021,0.33918089,0.337013119
245080347,0.606745111,0.469394828,0.564070244
245212499,0.422825957,0.532277387,0.587226847
245080461,0.338584697,0.549332012,0.470380812
241392442,0.507939762,0.519934785,0.284347541
245116381,0.451853952,0.482057416,0.238712485
244994628,0.37637347,0.57142909,0.137403127
232490264,0.51420416,0.665404566,0.309146944
245199163,0.109082046,0.526336367,0.274145834
245113444,0.447769328,0.58755028,0.222015273
245028440,0.574938033,0.561245245,0.311298098
235384777,0.777735648,0.535327389,0.358366745
235217037,0.568210381,0.631370792,0.257767842
245235417,0.124349204,0.301521699,0.844509217
245120628,0.435378368,0.629912413,0.254997573
244961601,0.50233025,0.99446349,0.611368712
244803609,0.594378079,0.587413643,0.250912477
245065887,0.454335884,0.496026282,0.488231225
245218629,0.295412262,0.419792673,0.460774308
245136466,0.224624514,0.684772356,0.326240785
238733393,0.272785841,0.760312746,0.657202138
245129212,0.544442633,0.603886595,0.325842718
236515436,0.186527346,0.543292158,0.209211842
245173091,0.601049999,0.430233781,0.256655566
245245206,0.488793139,0.603148343,0.09811564
245134131,0.309328463,0.562672251,0.556146009
226424390,0.392930659,0.669767571,0.479550669
245065065,0.346511356,0.79786228,0.351571414
245173231,0.625394469,0.560940488,0.182273051
245080097,0.077454854,0.567450799,0.83672896
245118947,0.463602288,0.539916467,0.572272298
244775699,0.577762463,0.778717026,0.2350567
245206736,0.345182694,0.602712896,0.071146254
245036327,0.514145366,0.515037466,0.222258926
245091774,0.285126638,0.630892294,0.2592716
245109504,0.434479009,0.543173526,0.364429263
245171598,0.394053366,0.536797907,0.261972587
245124614,0.555766934,0.608407589,0.593285796
245093112,0.142141236,0.576267884,0.269262888
244967615,0.520181908,0.561877746,0.555590066
244955259,0.300670765,0.304317103,0.803807157
245059514,0.470375729,0.456805115,0.183018543
245185082,0.534825194,0.432017555,0.53413751
245237601,0.218351757,0.547080586,0.15811858
245011498,0.694317997,0.47324169,0.264199325
245180152,0.436183529,0.55854159,0.374674811
126486669,0.551886142,0.645979256,0.403231667
243570993,0.639783097,0.32911583,0.705837965
245190837,0.218656716,0.530790292,0.699231291
245201888,0.311575786,0.429077563,0.691523832
244999921,0.390461728,0.600069792,0.426412761
230349174,0.464502601,0.386379634,0.359774007
245010486,0.329778807,0.482684574,0.348765364
245193359,0.217101846,0.492464966,0.196284589
240962355,0.272406444,0.656601196,0.259570359
245171615,0.266169637,0.484698388,0.242552393
245205462,0.346414733,0.495276194,0.216921965
245066971,0.536315862,0.606135494,0.293071583
245056001,0.321392755,0.57846566,0.165311976
126340817,0.556820008,0.696198064,0.203568237
245190833,0.407206181,0.456134005,0.628253379
242053913,0.297481372,0.561189286,0.386716027
245205466,0.298283021,0.571937331,0.679791416
245247014,0.528307021,0.62312057,0.214229915
241267602,0.517862686,0.475588724,0.65371308
237554214,0.371735217,0.546324581,0.576393252
245154725,0.410656421,0.575182737,0.471047611
245165815,0.423906832,0.526501483,0.216211069
245128146,0.189237303,0.703490507,0.224669746
245086725,0.486560069,0.516426253,0.428787181
245026719,0.372423486,0.722517558,0.164108933
245052737,0.423136793,0.502657557,0.583200081
245177138,0.228015415,0.605845392,0.194531875
245047402,0.195434472,0.666506404,0.163261656
245124409,0.419831319,0.734048104,0.145017894
245155380,0.188274284,0.555849383,0.509579113
245270289,0.291589154,0.221458164,0.668180856
245108735,0.324670736,0.789161011,0.081244099
245196730,0.55519873,0.570702796,0.241950792
245150629,0.446141205,0.57454526,0.290211445
245048273,0.730608124,0.407337304,0.336786972
245037455,0.189070189,0.541979901,0.576957785
235812456,0.508374899,0.737541372,0.329749242
245129537,0.277413554,0.501018593,0.427219089
241240306,0.357828503,0.656667822,0.360363554
244986000,0.39360701,0.56161235,0.461605024
245203058,0.671120918,0.507463646,0.314203725
245121872,0.372278947,0.611426308,0.528155179
245047182,0.490797398,0.479635339,0.267319824
245178291,0.362708405,0.677345905,0.375295307
244125646,0.509808144,0.524307405,0.560453966
128801782,0.447555324,0.565212784,0.204177582
230296955,0.707492211,0.638898609,0.323520753
245070749,0.51961109,0.691554372,0.105981972
245256833,0.264666467,0.527938212,0.507339954
245179337,0.316723855,0.582217849,0.454786713
244984709,0.248399759,0.573005903,0.390206803
245092110,0.315543273,0.443892457,0.371585547
126309128,0.592957988,0.741744053,0.290655584
241998372,0.563100076,0.612235489,0.390013106
245086186,0.534366711,0.656293146,0.214097978
245141580,0.262479118,0.496443762,0.45611769
245152199,0.459318962,0.513735148,0.269941565
245108903,0.326569937,0.469718731,0.594919243
245136254,0.505720923,0.552058066,0.148458907
245021573,0.470871175,0.569488834,0.329835868
245130204,0.626418689,0.58210323,0.243284693
245239619,0.207230372,0.650357218,0.768901839
245176378,0.277560383,0.34469127,0.452798857
245185667,0.389171932,0.618618818,0.416795561
122485070,0.699872888,0.703222721,0.151886021
245129350,0.412610768,0.821893276,0.250028066
245230439,0.22105195,0.57343564,0.434344978
245190017,0.463129473,0.628123644,0.422568351
230688886,0.59487914,0.593172838,0.324187964
245107501,0.022091726,0.887537643,0.072881201
245172563,0.397266141,0.586707649,0.331616273
245075085,0.555796595,0.595406845,0.378544786
244953802,0.290994454,0.499140156,0.267161044
245160753,0.358049551,0.46125321,0.66801322
